epo_train,disc_train,gen_train
1108,0.000202,0.160821
1109,0.000195,0.161639
1110,0.000289,0.160535
1111,0.000492,0.161263
1112,0.000297,0.16224
1113,0.000337,0.161107
1114,0.000324,0.162428
1115,0.000216,0.162098
1116,0.000249,0.161317
1117,0.001516,0.161015
1118,0.000595,0.161659
1119,0.000243,0.160728
1120,0.000048,0.162286
1121,0.000214,0.16146
1122,0.000368,0.160076
1123,0.000201,0.16194
1124,0.000664,0.160834
1125,0.000666,0.16265
1126,0.000504,0.161991
1127,0.001076,0.160999
1128,0.00057,0.160522
1129,0.000663,0.160826
1130,0.000577,0.161397
1131,0.000292,0.161134
1132,0.000257,0.161505
1133,0.000227,0.160624
1134,0.000204,0.161492
1135,0.000224,0.160755
1136,0.001334,0.161577
1137,0.00056,0.161835
1138,0.00053,0.160392
1139,0.002425,0.16082
1140,0.002341,0.161022
1141,0.000067,0.161302
1142,0.000183,0.160178
1143,0.000361,0.161151
1144,0.000152,0.159638
1145,0.000062,0.161525
1146,0.000066,0.162043
1147,0.000062,0.161171
1148,0.000185,0.161435
1149,0.000178,0.160367
1150,0.000323,0.160674
1151,0.000256,0.160491
1152,0.000512,0.160932
1153,0.000262,0.160045
1154,0.000097,0.160217
1155,0.00018,0.160714
1156,0.000555,0.160208
1157,0.000121,0.161191
1158,0.000602,0.160939
1159,0.000425,0.16102
1160,0.000168,0.161312
1161,0.000426,0.160812
1162,0.00077,0.160011
1163,0.002184,0.159773
1164,0.000055,0.160192
1165,0.00007,0.161159
1166,0.000042,0.159588
1167,0.000063,0.161256
1168,0.000454,0.160248
1169,0.000175,0.160263
1170,0.000432,0.160958
1171,0.000564,0.159493
1172,0.000332,0.159602
1173,0.00018,0.160254
1174,0.000471,0.159854
1175,0.000568,0.160071
1176,0.000368,0.160128
1177,0.000278,0.159535
1178,0.000329,0.1604
1179,0.000952,0.159392
1180,0.000435,0.159597
1181,0.000311,0.160376
1182,0.00022,0.16165
1183,0.000179,0.159337
1184,0.000134,0.160375
1185,0.000352,0.159463
1186,0.000529,0.160062
1187,0.000455,0.160824
1188,0.000503,0.160534
1189,0.000239,0.159248
1190,0.000238,0.16061
1191,0.000246,0.160796
1192,0.00101,0.159919
1193,0.000556,0.159987
1194,0.000414,0.159474
1195,0.000829,0.160118
1196,0.000484,0.159748
1197,0.000298,0.160584
1198,0.000435,0.159703
1199,0.000206,0.159572
1200,0.000178,0.159048
1201,0.000553,0.159337
1202,0.000228,0.160235
1203,0.000099,0.158508
1204,0.000796,0.16092
1205,0.066693,0.159267
1206,0.004,0.159432
1207,0.000917,0.158792
1208,0.000435,0.159632
1209,0.000375,0.159215
1210,0.000332,0.159238
1211,0.00047,0.158505
1212,0.000287,0.15867
1213,0.000302,0.159734
1214,0.000343,0.159425
1215,0.000165,0.16
1216,0.000164,0.159165
1217,0.000212,0.15954
1218,0.000176,0.159585
1219,0.000212,0.158899
1220,0.000112,0.160065
1221,0.000082,0.159299
1222,0.000249,0.159259
1223,0.000083,0.158953
1224,0.000131,0.159387
1225,0.000152,0.158838
1226,0.000141,0.160091
1227,0.000261,0.159934
1228,0.000231,0.158145
1229,0.000181,0.159692
1230,0.00036,0.159737
1231,0.000125,0.159439
1232,0.000283,0.158494
1233,0.000166,0.158314
1234,0.004587,0.159497
1235,0.00036,0.159238
1236,0.000291,0.159784
1237,0.000184,0.157695
1238,0.000162,0.158425
1239,0.000126,0.158214
1240,0.000109,0.158452
1241,0.000204,0.158299
1242,0.005405,0.160039
1243,0.000408,0.159083
1244,0.00022,0.158726
1245,0.000158,0.15885
1246,0.000146,0.158413
1247,0.000105,0.159156
1248,0.000174,0.159014
1249,0.000202,0.15867
1250,0.000233,0.158453
1251,0.000312,0.159207
1252,0.000373,0.159308
1253,0.00009,0.158959
1254,0.000143,0.159199
1255,0.000126,0.15747
1256,0.000278,0.159602
1257,0.000129,0.159626
1258,0.00008,0.15978
1259,0.00014,0.158216
1260,0.0003,0.159292
1261,0.000118,0.158523
1262,0.000178,0.159088
1263,0.00009,0.158623
1264,0.000107,0.158014
1265,0.000232,0.158892
1266,0.000165,0.157758
1267,0.000121,0.157956
1268,0.000125,0.157492
1269,0.000128,0.157834
1270,0.000163,0.158525
1271,0.000254,0.159127
1272,0.000134,0.159306
1273,0.000162,0.15729
1274,0.000299,0.157945
1275,0.000187,0.158125
1276,0.000472,0.159157
1277,0.000333,0.157371
1278,0.000153,0.157661
1279,0.000135,0.158021
1280,0.000268,0.157915
1281,0.000414,0.15878
1282,0.000164,0.15784
1283,0.000163,0.157214
1284,0.000345,0.157961
1285,0.000197,0.157828
1286,0.000248,0.158767
1287,0.000377,0.157948
1288,0.000436,0.157773
1289,0.000111,0.158155
1290,0.000061,0.158322
1291,0.000282,0.157671
1292,0.000368,0.158186
1293,0.000338,0.157622
1294,0.000287,0.15702
1295,0.000467,0.15831
1296,0.000119,0.157399
1297,0.000184,0.157066
1298,0.000304,0.157865
1299,0.000302,0.157388
1300,0.000292,0.157676
1301,0.00016,0.157718
1302,0.000233,0.157821
1303,0.000649,0.157748
1304,0.000795,0.157821
1305,0.000221,0.157186
1306,0.00028,0.157975
1307,0.000093,0.157733
1308,0.000174,0.157305
1309,0.000102,0.157604
1310,0.000099,0.158971
1311,0.000595,0.158212
1312,0.000697,0.156734
1313,0.000148,0.157533
1314,0.000164,0.157807
1315,0.000381,0.157955
1316,0.000244,0.157353
1317,0.000351,0.157536
1318,0.000335,0.157388
1319,0.000586,0.15715
1320,0.000438,0.156685
1321,0.000571,0.156255
1322,0.000258,0.158152
1323,0.000566,0.157425
1324,0.000492,0.157923
1325,0.000118,0.157853
1326,0.0006,0.157743
1327,0.00028,0.157473
1328,0.000263,0.158249
1329,0.000258,0.157338
1330,0.000114,0.157669
1331,0.00058,0.157019
1332,0.000342,0.157438
1333,0.000261,0.157283
1334,0.000246,0.157057
1335,0.000087,0.156239
1336,0.000379,0.156312
1337,0.000408,0.157087
1338,0.001423,0.157196
1339,0.000302,0.156737
1340,0.000212,0.156131
1341,0.000361,0.156839
1342,0.000335,0.156711
1343,0.000394,0.15718
1344,0.00021,0.157331
1345,0.000275,0.157082
1346,0.000577,0.15667
1347,0.000148,0.157385
1348,0.000268,0.156241
1349,0.000281,0.156636
1350,0.000269,0.157431
1351,0.000373,0.15652
1352,0.000346,0.157198
1353,0.000341,0.156927
1354,0.000608,0.156505
1355,0.000373,0.157265
1356,0.0001,0.156646
1357,0.00017,0.156389
1358,0.000173,0.156179
1359,0.001002,0.156838
1360,0.001572,0.157057
1361,0.000224,0.157104
1362,0.000064,0.157319
1363,0.000106,0.156044
1364,0.000232,0.156202
1365,0.000383,0.156201
1366,0.000195,0.156179
1367,0.000067,0.15633
1368,0.000133,0.155699
1369,0.001176,0.156598
1370,0.000348,0.15649
1371,0.00022,0.157239
1372,0.000268,0.156537
1373,0.001605,0.156294
1374,0.000369,0.155467
1375,0.000282,0.157282
1376,0.000137,0.156439
1377,0.00033,0.156459
1378,0.000159,0.156471
1379,0.00016,0.1566
1380,0.000811,0.155976
1381,0.000062,0.156012
1382,0.0005,0.156315
1383,0.001145,0.157081
1384,0.000221,0.156803
1385,0.000412,0.156755
1386,0.000069,0.155874
1387,0.00021,0.156702
1388,0.000325,0.156022
1389,0.000325,0.155417
1390,0.000246,0.156374
1391,0.000322,0.156442
1392,0.000558,0.155749
1393,0.000233,0.155188
1394,0.000571,0.156256
1395,0.00047,0.154706
1396,0.000281,0.156445
1397,0.004673,0.156008
1398,0.000548,0.155697
1399,0.000075,0.157735
1400,0.000193,0.156279
1401,0.00022,0.156238
1402,0.000157,0.157027
1403,0.00029,0.15701
1404,0.00017,0.155735
1405,0.000229,0.156733
1406,0.000309,0.154599
1407,0.00021,0.155613
1408,0.000201,0.155584
1409,0.000137,0.156546
1410,0.000169,0.156646
1411,0.000281,0.156112
1412,0.000082,0.155813
1413,0.000604,0.154903
1414,0.000413,0.156844
1415,0.000201,0.155858
1416,0.00022,0.156264
1417,0.001312,0.157275
1418,0.000529,0.156663
1419,0.000117,0.155788
1420,0.000164,0.156249
1421,0.000215,0.157043
1422,0.000056,0.155883
1423,0.000166,0.156184
1424,0.00029,0.157003
1425,0.000907,0.155581
1426,0.001279,0.154863
1427,0.000202,0.155464
1428,0.000084,0.155879
1429,0.000264,0.155264
1430,0.000194,0.154563
1431,0.000122,0.154713
1432,0.000235,0.155324
1433,0.000329,0.155165
1434,0.000745,0.154956
1435,0.000513,0.15575
1436,0.000155,0.153781
1437,0.000525,0.155318
1438,0.000352,0.155875
1439,0.000239,0.155926
1440,0.000126,0.155345
1441,0.000083,0.155019
1442,0.000343,0.155366
1443,0.000943,0.154611
1444,0.00045,0.153893
1445,0.000456,0.155489
1446,0.000428,0.155854
1447,0.000239,0.155393
1448,0.000193,0.156611
1449,0.001247,0.156215
1450,0.000936,0.156018
1451,0.000392,0.154359
1452,0.000257,0.155117
1453,0.000115,0.155901
1454,0.000239,0.155739
1455,0.000503,0.155222
1456,0.000434,0.154924
1457,0.000188,0.155321
1458,0.000241,0.156157
1459,0.001611,0.155093
1460,0.000555,0.155177
1461,0.000153,0.154395
1462,0.000126,0.15628
1463,0.000093,0.154928
1464,0.000092,0.155406
1465,0.000121,0.154502
1466,0.000605,0.154965
1467,0.000346,0.155623
1468,0.000681,0.154171
1469,0.000685,0.153726
1470,0.000368,0.155061
1471,0.000527,0.156035
1472,0.001556,0.154302
1473,0.000498,0.154831
1474,0.000314,0.154288
1475,0.000464,0.154683
1476,0.000219,0.154677
1477,0.000259,0.154412
1478,0.000437,0.155731
1479,0.000475,0.154768
1480,0.000234,0.154109
1481,0.000469,0.154595
1482,0.000298,0.154398
1483,0.000264,0.154387
1484,0.000286,0.155031
1485,0.000238,0.155411
1486,0.000798,0.154802
1487,0.000233,0.154634
1488,0.000225,0.154325
1489,0.000329,0.154916
1490,0.000184,0.1552
1491,0.000221,0.154366
1492,0.000352,0.155103
1493,0.001024,0.15496
1494,0.000131,0.155374
1495,0.000424,0.154857
1496,0.000706,0.154812
1497,0.000435,0.154121
1498,0.000218,0.15424
1499,0.000197,0.154236
1500,0.000349,0.15348
1501,0.000226,0.154459
1502,0.00067,0.153743
1503,0.000345,0.155222
1504,0.000243,0.154944
1505,0.000282,0.154719
1506,0.000675,0.154205
1507,0.000389,0.15415
1508,0.000299,0.15399
1509,0.000309,0.154561
1510,0.000403,0.154041
1511,0.000676,0.153536
1512,0.000447,0.153757
1513,0.000147,0.152866
1514,0.000132,0.154593
1515,0.000205,0.154073
1516,0.000065,0.154228
1517,0.000293,0.153038
1518,0.00054,0.153515
1519,0.000906,0.154406
1520,0.000664,0.153826
1521,0.000427,0.154143
1522,0.000225,0.154152
1523,0.000093,0.153323
1524,0.000068,0.153892
1525,0.000046,0.154176
1526,0.000061,0.153132
1527,0.000463,0.154088
1528,0.001948,0.15515
1529,0.000433,0.154092
1530,0.0001,0.154045
1531,0.000089,0.153863
1532,0.000156,0.15351
1533,0.000114,0.154925
1534,0.000122,0.15384
1535,0.000201,0.153641
1536,0.000236,0.153189
1537,0.000401,0.153606
1538,0.000647,0.154368
1539,0.00045,0.154149
1540,0.001104,0.154192
1541,0.000116,0.154398
1542,0.000162,0.152811
1543,0.000137,0.154145
1544,0.000045,0.152983
1545,0.000048,0.154122
1546,0.000163,0.153111
1547,0.000391,0.153731
1548,0.000822,0.153745
1549,0.000252,0.153793
1550,0.000285,0.152228
1551,0.000132,0.153107
1552,0.000144,0.153226
1553,0.000337,0.152561
1554,0.000538,0.153936
1555,0.000547,0.154802
1556,0.000353,0.153361
1557,0.000052,0.153238
1558,0.00011,0.153316
1559,0.000284,0.153232
1560,0.00082,0.153475
1561,0.000124,0.152433
1562,0.000181,0.15265
1563,0.000861,0.153955
1564,0.001067,0.153844
1565,0.000095,0.152499
1566,0.000136,0.153847
1567,0.000257,0.152601
1568,0.000562,0.153461
1569,0.00338,0.153245
1570,0.000692,0.152433
1571,0.000546,0.152638
1572,0.000113,0.153438
1573,0.000028,0.154086
1574,0.000352,0.153333
1575,0.000071,0.153444
1576,0.000091,0.15373
1577,0.000673,0.152232
1578,0.000069,0.153144
1579,0.000067,0.152763
1580,0.00036,0.152146
1581,0.000404,0.152796
1582,0.000423,0.152623
1583,0.000059,0.152948
1584,0.002586,0.153457
1585,0.000254,0.153316
1586,0.000226,0.153407
1587,0.000374,0.152419
1588,0.000191,0.15347
1589,0.000075,0.152492
1590,0.00012,0.152702
1591,0.000136,0.152741
1592,0.0002,0.152711
1593,0.031664,0.153013
1594,0.000628,0.153923
1595,0.000465,0.153245
1596,0.000456,0.152861
1597,0.000168,0.152596
1598,0.000281,0.153676
1599,0.000256,0.152979
1600,0.000186,0.153553
1601,0.000089,0.153354
1602,0.000194,0.153336
1603,0.000182,0.15415
1604,0.000244,0.153408
1605,0.00006,0.152881
1606,0.000052,0.153214
1607,0.000097,0.153539
1608,0.000269,0.152349
1609,0.0001,0.152379
1610,0.00006,0.153195
1611,0.000055,0.153075
1612,0.000075,0.152934
1613,0.000248,0.152943
1614,0.000069,0.152541
1615,0.000123,0.152541
1616,0.000076,0.152375
1617,0.000067,0.153697
1618,0.00009,0.152323
1619,0.000065,0.153539
1620,0.000118,0.152719
1621,0.000114,0.152182
1622,0.000057,0.152443
1623,0.000042,0.153475
1624,0.000044,0.152567
1625,0.000102,0.152142
1626,0.000366,0.152642
1627,0.000098,0.152943
1628,0.000118,0.152276
1629,0.000099,0.152944
1630,0.000053,0.152256
1631,0.000047,0.152975
1632,0.000086,0.151619
1633,0.000169,0.151469
1634,0.000174,0.151923
1635,0.000272,0.152633
1636,0.000221,0.152549
1637,0.000321,0.152061
1638,0.000546,0.152135
1639,0.000136,0.152917
1640,0.000048,0.152613
1641,0.000065,0.151678
1642,0.000088,0.152895
1643,0.000107,0.152074
1644,0.000157,0.151758
1645,0.000334,0.151987
1646,0.000262,0.152942
1647,0.000157,0.151641
1648,0.000071,0.152119
1649,0.000281,0.151896
1650,0.000168,0.151986
1651,0.000176,0.152071
1652,0.000628,0.152
1653,0.000325,0.15202
1654,0.000122,0.152376
1655,0.00005,0.152912
1656,0.000112,0.151125
1657,0.000275,0.151037
1658,0.000153,0.152022
1659,0.000101,0.153529
1660,0.000091,0.151696
1661,0.000313,0.151713
1662,0.00071,0.152086
1663,0.000422,0.152617
1664,0.000121,0.152112
1665,0.000157,0.15256
1666,0.000279,0.152013
1667,0.000232,0.151394
1668,0.00012,0.151861
1669,0.000162,0.152927
1670,0.000177,0.151104
1671,0.000294,0.151261
1672,0.000755,0.151667
1673,0.000403,0.15314
1674,0.000165,0.151374
1675,0.000114,0.151855
1676,0.000138,0.152007
1677,0.000072,0.152089
1678,0.00013,0.15331
1679,0.000678,0.151277
1680,0.000505,0.151939
1681,0.000259,0.151659
1682,0.000128,0.152161
1683,0.000219,0.152538
1684,0.000443,0.151967
1685,0.002369,0.152347
1686,0.000186,0.151969
1687,0.00023,0.151579
1688,0.000121,0.152257
1689,0.000079,0.15123
1690,0.000206,0.150975
1691,0.000102,0.151513
1692,0.000126,0.151606
1693,0.00085,0.151669
1694,0.000476,0.15173
1695,0.00013,0.152304
1696,0.000309,0.151239
1697,0.000089,0.150965
1698,0.000155,0.151716
1699,0.000186,0.151598
1700,0.000317,0.152124
1701,0.000092,0.151527
1702,0.000618,0.150948
1703,0.000488,0.151095
1704,0.000086,0.151304
1705,0.000191,0.151797
1706,0.000182,0.150998
1707,0.000272,0.151706
1708,0.000814,0.151821
1709,0.000278,0.151065
1710,0.00032,0.151617
1711,0.000111,0.151138
1712,0.000358,0.151034
1713,0.000228,0.151552
1714,0.000385,0.151826
1715,0.000267,0.15097
1716,0.000083,0.151342
1717,0.000179,0.152057
1718,0.000213,0.15214
1719,0.000219,0.151202
1720,0.000806,0.151446
1721,0.00033,0.15124
1722,0.000152,0.152092
1723,0.000329,0.152473
1724,0.000263,0.150383
1725,0.000315,0.151337
1726,0.000589,0.150311
1727,0.000296,0.151714
1728,0.000249,0.150664
1729,0.000305,0.151813
1730,0.000307,0.150384
1731,0.000089,0.150853
1732,0.000107,0.151039
1733,0.000378,0.150629
1734,0.000861,0.151708
1735,0.000457,0.152185
1736,0.00022,0.150397
1737,0.000235,0.150353
1738,0.000069,0.151042
1739,0.000056,0.150933
1740,0.000089,0.150676
1741,0.001399,0.151205
1742,0.00084,0.150872
1743,0.000081,0.151901
1744,0.000091,0.150882
1745,0.000141,0.150847
1746,0.00018,0.150368
1747,0.000314,0.151684
1748,0.000084,0.151089
1749,0.000081,0.151822
1750,0.000959,0.150912
1751,0.001148,0.151084
1752,0.000341,0.151116
1753,0.000225,0.151419
1754,0.000084,0.150741
1755,0.000108,0.151038
1756,0.000073,0.151069
1757,0.000342,0.150189
1758,0.001382,0.151427
1759,0.000052,0.151885
1760,0.000042,0.150972
1761,0.000062,0.150904
1762,0.000109,0.151507
1763,0.000383,0.150649
1764,0.000945,0.151325
1765,0.000704,0.151791
1766,0.000245,0.150095
1767,0.00014,0.149812
1768,0.000072,0.150748
1769,0.000044,0.150348
1770,0.000091,0.150056
1771,0.000622,0.150199
1772,0.000587,0.150199
1773,0.000085,0.150172
1774,0.000088,0.151125
1775,0.000058,0.150561
1776,0.000087,0.14914
1777,0.000165,0.149735
1778,0.000514,0.151065
1779,0.000804,0.149321
1780,0.000403,0.150143
1781,0.000076,0.150849
1782,0.000075,0.150221
1783,0.000685,0.149741
1784,0.000524,0.150025
1785,0.00019,0.150731
1786,0.000122,0.150789
1787,0.000313,0.150321
1788,0.000233,0.150809
1789,0.000692,0.1505
1790,0.001133,0.150453
1791,0.000059,0.150055
1792,0.000021,0.150661
1793,0.000339,0.150359
1794,0.000868,0.151464
1795,0.000632,0.150348
1796,0.000115,0.14987
1797,0.000359,0.150302
1798,0.000577,0.150193
1799,0.000119,0.149118
1800,0.000115,0.150373
1801,0.000279,0.150358
1802,0.000181,0.149806
1803,0.000216,0.15056
1804,0.000372,0.150183
1805,0.000574,0.14879
1806,0.000292,0.149025
1807,0.000187,0.149311
1808,0.000128,0.149671
1809,0.000158,0.150502
1810,0.000318,0.150645
1811,0.000414,0.149515
1812,0.000377,0.150458
1813,0.000132,0.149985
1814,0.000071,0.150045
1815,0.000247,0.149537
1816,0.001098,0.149287
1817,0.000426,0.150532
1818,0.000298,0.150677
1819,0.000626,0.150133
1820,0.000162,0.149851
1821,0.000085,0.150328
1822,0.002933,0.149896
1823,0.000088,0.150219
1824,0.000118,0.149601
1825,0.000236,0.149696
1826,0.000511,0.150451
1827,0.000401,0.150414
1828,0.000117,0.149747
1829,0.000252,0.149895
1830,0.000298,0.150434
1831,0.008679,0.150325
1832,0.000426,0.149984
1833,0.000247,0.149272
1834,0.000144,0.149972
1835,0.00004,0.149629
1836,0.00004,0.149746
1837,0.000043,0.149214
1838,0.000034,0.149905
1839,0.000451,0.150259
1840,0.000057,0.149943
1841,0.000261,0.150162
1842,0.000088,0.150347
1843,0.000121,0.149707
1844,0.000126,0.15001
1845,0.000534,0.148827
1846,0.000099,0.149699
1847,0.0008,0.149156
1848,0.000179,0.149092
1849,0.000243,0.149411
1850,0.000131,0.148636
1851,0.000101,0.149382
1852,0.00025,0.149012
1853,0.000253,0.149134
1854,0.000227,0.149999
1855,0.00004,0.1507
1856,0.000038,0.149543
1857,0.000048,0.149248
1858,0.000197,0.149473
1859,0.000299,0.150101
1860,0.000844,0.148728
1861,0.000448,0.149535
1862,0.000286,0.149429
1863,0.000038,0.150134
1864,0.000054,0.150073
1865,0.000072,0.1497
1866,0.000112,0.150652
1867,0.000512,0.149792
1868,0.000467,0.14853
1869,0.000532,0.149038
1870,0.000323,0.150194
1871,0.00057,0.149563
1872,0.000075,0.149752
1873,0.000246,0.150234
1874,0.000164,0.150005
1875,0.000152,0.149695
1876,0.000507,0.150805
1877,0.000382,0.148965
1878,0.002384,0.15026
1879,0.00017,0.149233
1880,0.000066,0.149867
1881,0.000389,0.148453
1882,0.000222,0.149508
1883,0.000072,0.150495
1884,0.000123,0.149665
1885,0.000129,0.14999
1886,0.000217,0.148649
1887,0.000348,0.149214
1888,0.002892,0.150865
1889,0.0001,0.149423
1890,0.000078,0.149298
1891,0.000063,0.149481
1892,0.000027,0.149364
1893,0.000035,0.150035
1894,0.000127,0.150249
1895,0.000394,0.149832
1896,0.000395,0.149243
1897,0.000557,0.149796
1898,0.000096,0.148776
1899,0.000063,0.149509
1900,0.000074,0.148619
1901,0.000071,0.148822
1902,0.000057,0.149685
1903,0.000129,0.149144
1904,0.001522,0.149242
1905,0.000256,0.148996
1906,0.000146,0.149526
1907,0.000121,0.148359
1908,0.000053,0.149572
1909,0.000093,0.149019
1910,0.000382,0.148884
1911,0.00053,0.149369
1912,0.000228,0.149413
1913,0.000362,0.149549
1914,0.00024,0.148642
1915,0.000362,0.149347
1916,0.000233,0.148759
1917,0.000265,0.149355
1918,0.000389,0.149426
1919,0.000415,0.148598
1920,0.000097,0.149095
1921,0.00013,0.148528
1922,0.000801,0.150229
1923,0.000367,0.148441
1924,0.000087,0.14868
1925,0.000074,0.148335
1926,0.00015,0.149007
1927,0.000539,0.1483
1928,0.000634,0.149627
1929,0.000232,0.148994
1930,0.000074,0.148795
1931,0.000044,0.148835
1932,0.000069,0.148613
1933,0.000293,0.149133
1934,0.000594,0.147927
1935,0.000476,0.147953
1936,0.00022,0.149391
1937,0.000218,0.148573
1938,0.000514,0.148651
1939,0.000268,0.148611
1940,0.000062,0.147386
1941,0.000106,0.148608
1942,0.000693,0.149038
1943,0.000251,0.149357
1944,0.001123,0.148705
1945,0.000108,0.148673
1946,0.00007,0.148809
1947,0.000143,0.148225
1948,0.001753,0.149186
1949,0.000261,0.149034
1950,0.000293,0.148208
1951,0.000072,0.148866
1952,0.000036,0.14851
1953,0.000149,0.147364
1954,0.000138,0.148468
1955,0.000517,0.147824
1956,0.000267,0.148002
1957,0.000884,0.14803
1958,0.000155,0.147106
1959,0.000213,0.148136
1960,0.000295,0.14835
1961,0.000133,0.148144
1962,0.000097,0.147708
1963,0.000077,0.148081
1964,0.000254,0.148317
1965,0.000605,0.148259
1966,0.000218,0.148128
1967,0.000872,0.149035
1968,0.001187,0.147746
1969,0.000335,0.148139
1970,0.000041,0.148862
1971,0.000064,0.148344
1972,0.000052,0.148163
1973,0.00027,0.148744
1974,0.000207,0.147975
1975,0.000573,0.148486
1976,0.000198,0.148357
1977,0.001013,0.147443
1978,0.000283,0.148272
1979,0.00097,0.148694
1980,0.000073,0.147751
1981,0.000043,0.147762
1982,0.000027,0.148142
1983,0.000063,0.14804
1984,0.000269,0.147328
1985,0.000346,0.148336
1986,0.000475,0.147323
1987,0.000213,0.147644
1988,0.000086,0.147814
1989,0.000312,0.148311
1990,0.000212,0.147043
1991,0.000571,0.149213
1992,0.00072,0.147503
1993,0.000156,0.147729
1994,0.00013,0.149221
1995,0.000106,0.147574
1996,0.000104,0.149383
1997,0.00041,0.1486
1998,0.000382,0.14899
1999,0.000844,0.147404
2000,0.000304,0.147168
2001,0.000187,0.147329
2002,0.000121,0.14672
2003,0.000176,0.147536
2004,0.000203,0.149051
2005,0.000357,0.147265
2006,0.000257,0.147951
2007,0.000141,0.146978
2008,0.00025,0.147228
2009,0.000709,0.147816
2010,0.000607,0.148119
2011,0.000091,0.147845
2012,0.000067,0.14844
2013,0.000208,0.147749
2014,0.000332,0.147943
2015,0.000345,0.148219
2016,0.000263,0.147914
2017,0.000316,0.14834
2018,0.000309,0.148804
2019,0.00035,0.14828
2020,0.00023,0.147276
2021,0.000583,0.147235
2022,0.000369,0.147653
2023,0.000423,0.147721
2024,0.000618,0.146547
2025,0.000354,0.147985
2026,0.000197,0.147727
2027,0.000178,0.147022
2028,0.000185,0.148028
2029,0.000128,0.146812
2030,0.000165,0.147772
2031,0.000195,0.146914
2032,0.000289,0.146963
2033,0.00032,0.147525
2034,0.000653,0.147732
2035,0.000975,0.148029
2036,0.000214,0.146945
2037,0.000076,0.148154
2038,0.000038,0.147772
2039,0.000159,0.147268
2040,0.000516,0.146978
2041,0.000415,0.146873
2042,0.000278,0.147631
2043,0.000125,0.1477
2044,0.000252,0.146478
2045,0.00037,0.147557
2046,0.000608,0.147784
2047,0.000944,0.148258
2048,0.000177,0.148018
2049,0.000103,0.148149
2050,0.000051,0.148431
2051,0.000025,0.147846
2052,0.000079,0.147279
2053,0.001262,0.148302
2054,0.000413,0.147981
2055,0.000051,0.147071
2056,0.000029,0.147032
2057,0.000068,0.148254
2058,0.000299,0.146991
2059,0.00013,0.147896
2060,0.000274,0.147625
2061,0.000121,0.147315
2062,0.000487,0.147287
2063,0.00098,0.14812
2064,0.000114,0.147938
2065,0.000101,0.146627
2066,0.000106,0.14664
2067,0.000077,0.147034
2068,0.000125,0.147708
2069,0.000413,0.148028
2070,0.000717,0.148223
2071,0.000321,0.146495
2072,0.000171,0.147736
2073,0.000048,0.148848
2074,0.000305,0.147829
2075,0.001077,0.147771
2076,0.000428,0.147022
2077,0.000076,0.148143
2078,0.000232,0.147269
2079,0.000426,0.14805
2080,0.000187,0.148472
2081,0.000079,0.147428
2082,0.000141,0.147335
2083,0.000449,0.146939
2084,0.000651,0.147588
2085,0.000384,0.146543
2086,0.000276,0.146811
2087,0.000388,0.147724
2088,0.000334,0.147316
2089,0.000135,0.14625
2090,0.000168,0.147288
2091,0.000337,0.147121
2092,0.000512,0.148022
2093,0.000328,0.147878
2094,0.000383,0.147422
2095,0.000091,0.147554
2096,0.000257,0.147036
2097,0.000354,0.14693
2098,0.000623,0.147126
2099,0.000272,0.147494
2100,0.000484,0.146869
2101,0.000362,0.147589
2102,0.000089,0.147781
2103,0.00015,0.146565
2104,0.000297,0.147819
2105,0.000274,0.146877
2106,0.000489,0.146665
2107,0.000274,0.145957
2108,0.000092,0.147776
2109,0.000175,0.147305
2110,0.000943,0.147534
2111,0.071494,0.147625
2112,0.00034,0.147317
2113,0.000428,0.147676
2114,0.000323,0.147805
2115,0.000111,0.146813
2116,0.00022,0.146896
2117,0.000127,0.146859
2118,0.000133,0.145571
2119,0.000167,0.147221
2120,0.000073,0.146379
2121,0.000093,0.146719
2122,0.000043,0.146018
2123,0.000102,0.146361
2124,0.000098,0.146352
2125,0.000101,0.147207
2126,0.000094,0.146389
2127,0.000131,0.147403
2128,0.000044,0.146312
2129,0.000078,0.147133
2130,0.000166,0.14656
2131,0.000094,0.14624
2132,0.000099,0.146221
2133,0.000047,0.14658
2134,0.000049,0.146514
2135,0.000054,0.146794
2136,0.000039,0.14699
2137,0.000033,0.1476
2138,0.000035,0.146989
2139,0.000036,0.147026
2140,0.000058,0.146575
2141,0.000039,0.146506
2142,0.000068,0.146454
2143,0.000098,0.146408
2144,0.000026,0.146617
2145,0.000039,0.146887
2146,0.00005,0.146115
2147,0.000034,0.146878
2148,0.000088,0.146464
2149,0.000028,0.147048
2150,0.000094,0.146676
2151,0.000127,0.146032
2152,0.000045,0.146219
2153,0.000113,0.145775
2154,0.000091,0.146056
2155,0.000028,0.145485
2156,0.00007,0.146922
2157,0.000023,0.146397
2158,0.000028,0.146094
2159,0.00006,0.147008
2160,0.000115,0.145925
2161,0.000175,0.14644
2162,0.000034,0.146439
2163,0.000073,0.146212
2164,0.000127,0.146671
2165,0.000046,0.145972
2166,0.000107,0.146979
2167,0.000059,0.147076
2168,0.000027,0.14607
2169,0.000057,0.147287
2170,0.000065,0.146665
2171,0.000033,0.146543
2172,0.000103,0.145661
2173,0.000028,0.145778
2174,0.000059,0.146215
2175,0.000049,0.14597
2176,0.00003,0.146583
2177,0.000133,0.146508
2178,0.000046,0.145833
2179,0.000087,0.145437
2180,0.000077,0.145949
2181,0.000059,0.145838
2182,0.000058,0.145457
2183,0.00008,0.146886
