Epoch,Batch,real_loss,fake_loss,d_loss,g_adv,g_pixel,g_loss
730.000000,1.000000,0.000059,0.000087,0.000073,0.994911,0.166624,0.167452
731.000000,1.000000,0.000201,0.000103,0.000152,1.011972,0.159945,0.160797
732.000000,1.000000,0.000082,0.000127,0.000105,1.007233,0.175524,0.176355
733.000000,1.000000,0.000113,0.000129,0.000121,1.002616,0.164358,0.165196
734.000000,1.000000,0.002790,0.001944,0.002367,1.074628,0.165748,0.166656
735.000000,1.000000,0.000028,0.000060,0.000044,0.997905,0.165563,0.166395
736.000000,1.000000,0.000462,0.000474,0.000468,0.986997,0.164798,0.165621
737.000000,1.000000,0.002289,0.001809,0.002049,0.928819,0.169632,0.170392
738.000000,1.000000,0.000028,0.000113,0.000070,0.999974,0.165048,0.165883
739.000000,1.000000,0.000413,0.000377,0.000395,1.028024,0.167054,0.167915
740.000000,1.000000,0.000324,0.000330,0.000327,0.979304,0.158155,0.158976
741.000000,1.000000,0.000271,0.000250,0.000260,0.973915,0.165578,0.166386
742.000000,1.000000,0.000455,0.000438,0.000446,0.985380,0.166807,0.167625
743.000000,1.000000,0.000202,0.000406,0.000304,0.984806,0.164003,0.164823
744.000000,1.000000,0.000592,0.000433,0.000512,0.965683,0.163088,0.163890
745.000000,1.000000,0.000156,0.000141,0.000149,0.981576,0.163433,0.164251
746.000000,1.000000,0.000785,0.001512,0.001149,0.965377,0.168375,0.169172
747.000000,1.000000,0.000039,0.000052,0.000046,0.999970,0.169634,0.170464
748.000000,1.000000,0.000028,0.000076,0.000052,1.003935,0.165578,0.166416
749.000000,1.000000,0.000047,0.000110,0.000079,0.995728,0.178685,0.179502
750.000000,1.000000,0.000029,0.000071,0.000050,1.004147,0.168290,0.169125
751.000000,1.000000,0.000027,0.000061,0.000044,0.995466,0.161623,0.162457
752.000000,1.000000,0.000388,0.000323,0.000356,0.971270,0.178069,0.178862
753.000000,1.000000,0.000069,0.000087,0.000078,0.988168,0.167423,0.168244
754.000000,1.000000,0.000882,0.000674,0.000778,0.955123,0.166211,0.167000
755.000000,1.000000,0.000225,0.000284,0.000254,0.988888,0.169528,0.170347
756.000000,1.000000,0.001392,0.001362,0.001377,0.937686,0.165370,0.166143
757.000000,1.000000,0.000028,0.000049,0.000038,1.001070,0.172838,0.173666
758.000000,1.000000,0.000039,0.000042,0.000041,0.999877,0.164501,0.165336
759.000000,1.000000,0.000807,0.000615,0.000711,1.033826,0.161852,0.162724
760.000000,1.000000,0.000066,0.000075,0.000071,1.010365,0.163617,0.164463
761.000000,1.000000,0.000035,0.000052,0.000044,0.995783,0.158656,0.159493
762.000000,1.000000,0.000229,0.000179,0.000204,0.989549,0.166480,0.167303
763.000000,1.000000,0.000186,0.000250,0.000218,0.992750,0.155638,0.156475
764.000000,1.000000,0.000112,0.000103,0.000107,1.001204,0.166543,0.167377
765.000000,1.000000,0.001196,0.000889,0.001042,1.049081,0.170079,0.170958
766.000000,1.000000,0.000160,0.000182,0.000171,0.990349,0.162781,0.163609
767.000000,1.000000,0.000391,0.000316,0.000354,0.973101,0.166822,0.167628
768.000000,1.000000,0.002417,0.000465,0.001441,0.972792,0.163204,0.164014
769.000000,1.000000,0.000023,0.000052,0.000038,0.996203,0.162888,0.163722
770.000000,1.000000,0.000066,0.005918,0.002992,0.956495,0.165888,0.166679
771.000000,1.000000,0.000138,0.000135,0.000136,0.987171,0.171418,0.172234
772.000000,1.000000,0.000975,0.000861,0.000918,0.955335,0.163179,0.163971
773.000000,1.000000,0.000053,0.000101,0.000077,0.992846,0.166470,0.167296
774.000000,1.000000,0.000308,0.000273,0.000290,0.977313,0.166186,0.166997
775.000000,1.000000,0.000042,0.000076,0.000059,0.996174,0.163100,0.163933
776.000000,1.000000,0.000184,0.000208,0.000196,1.004387,0.159240,0.160085
777.000000,1.000000,0.002117,0.001558,0.001838,1.063873,0.165974,0.166872
778.000000,1.000000,0.000047,0.000088,0.000067,1.006417,0.172666,0.173499
779.000000,1.000000,0.000527,0.000433,0.000480,1.035335,0.169377,0.170243
780.000000,1.000000,0.000338,0.000313,0.000325,1.025016,0.161923,0.162786
781.000000,1.000000,0.000206,0.000269,0.000237,0.999752,0.163920,0.164755
782.000000,1.000000,0.000332,0.000292,0.000312,0.982479,0.158659,0.159482
783.000000,1.000000,0.000544,0.000259,0.000402,1.008195,0.157827,0.158678
784.000000,1.000000,0.001602,0.001217,0.001410,1.061397,0.173413,0.174301
785.000000,1.000000,0.000028,0.000070,0.000049,0.999246,0.167297,0.168129
786.000000,1.000000,0.000274,0.000327,0.000301,1.009245,0.171058,0.171897
787.000000,1.000000,0.000080,0.000136,0.000108,1.013183,0.169859,0.170702
788.000000,1.000000,0.000039,0.000057,0.000048,1.001965,0.180942,0.181763
789.000000,1.000000,0.000146,0.000171,0.000158,0.991125,0.161608,0.162437
790.000000,1.000000,0.000046,0.000069,0.000057,1.000605,0.165773,0.166608
791.000000,1.000000,0.000073,0.000064,0.000069,1.003447,0.164554,0.165393
792.000000,1.000000,0.001299,0.001064,0.001181,1.057397,0.165793,0.166685
793.000000,1.000000,0.000064,0.000061,0.000062,0.999222,0.163767,0.164602
794.000000,1.000000,0.000964,0.000815,0.000890,0.955147,0.165495,0.166284
795.000000,1.000000,0.000069,0.000100,0.000084,1.006919,0.161004,0.161850
796.000000,1.000000,0.000183,0.000159,0.000171,1.018582,0.170570,0.171418
797.000000,1.000000,0.000240,0.000132,0.000186,1.004928,0.165393,0.166232
798.000000,1.000000,0.000295,0.000283,0.000289,1.022699,0.166017,0.166873
799.000000,1.000000,0.000242,0.000211,0.000227,1.019461,0.165926,0.166780
800.000000,1.000000,0.000564,0.000459,0.000511,1.036502,0.168781,0.169649
801.000000,1.000000,0.000138,0.000156,0.000147,1.009915,0.158249,0.159101
802.000000,1.000000,0.005053,0.004060,0.004556,0.891094,0.164743,0.165469
803.000000,1.000000,0.000043,0.000086,0.000064,1.000272,0.162325,0.163163
804.000000,1.000000,0.000061,0.000053,0.000057,0.997781,0.159128,0.159967
805.000000,1.000000,0.000019,0.000047,0.000033,0.999147,0.171500,0.172327
806.000000,1.000000,0.000031,0.000044,0.000038,0.997499,0.162939,0.163773
807.000000,1.000000,0.000245,0.000213,0.000229,0.979156,0.169204,0.170014
808.000000,1.000000,0.000084,0.000096,0.000090,1.011251,0.169855,0.170697
809.000000,1.000000,0.001895,0.000931,0.001413,1.051247,0.162636,0.163524
810.000000,1.000000,0.000032,0.000065,0.000049,1.006396,0.158482,0.159330
811.000000,1.000000,0.001153,0.000852,0.001003,1.049895,0.165151,0.166036
812.000000,1.000000,0.000802,0.000674,0.000738,0.960535,0.163764,0.164561
813.000000,1.000000,0.000049,0.000058,0.000053,0.992586,0.169990,0.170813
814.000000,1.000000,0.001204,0.000964,0.001084,0.945769,0.165668,0.166448
815.000000,1.000000,0.000045,0.000073,0.000059,1.000165,0.166815,0.167649
816.000000,1.000000,0.000135,0.000117,0.000126,0.989858,0.155782,0.156616
817.000000,1.000000,0.000492,0.000583,0.000538,1.007788,0.163502,0.164346
818.000000,1.000000,0.000118,0.000099,0.000109,0.999113,0.166829,0.167661
819.000000,1.000000,0.000072,0.000091,0.000081,1.001081,0.160191,0.161031
820.000000,1.000000,0.000076,0.000071,0.000073,1.000833,0.159113,0.159955
821.000000,1.000000,0.000044,0.000068,0.000056,0.997241,0.170567,0.171393
822.000000,1.000000,0.000042,0.000061,0.000052,0.998405,0.157539,0.158379
823.000000,1.000000,0.000073,0.000086,0.000080,0.988961,0.157143,0.157975
824.000000,1.000000,0.000278,0.000268,0.000273,0.974752,0.169804,0.170609
825.000000,1.000000,0.000128,0.000135,0.000132,0.983932,0.156902,0.157729
826.000000,1.000000,0.000734,0.000615,0.000674,0.958941,0.163619,0.164415
827.000000,1.000000,0.000089,0.000098,0.000093,0.989543,0.171827,0.172645
828.000000,1.000000,0.000168,0.000110,0.000139,0.985733,0.162422,0.163246
829.000000,1.000000,0.000037,0.000776,0.000407,1.002174,0.160441,0.161283
830.000000,1.000000,0.000180,0.000215,0.000197,0.978242,0.164039,0.164853
831.000000,1.000000,0.000112,0.000131,0.000122,1.015429,0.162123,0.162977
832.000000,1.000000,0.001082,0.000716,0.000899,1.047878,0.165930,0.166812
833.000000,1.000000,0.000035,0.000064,0.000049,1.004940,0.166525,0.167364
834.000000,1.000000,0.000507,0.000382,0.000445,1.034449,0.164379,0.165249
835.000000,1.000000,0.000038,0.000059,0.000048,0.995477,0.162105,0.162939
836.000000,1.000000,0.000584,0.000473,0.000528,0.966559,0.158224,0.159033
837.000000,1.000000,0.000056,0.000094,0.000075,1.010195,0.163496,0.164343
838.000000,1.000000,0.000891,0.000652,0.000772,1.039672,0.162981,0.163858
839.000000,1.000000,0.000071,0.000069,0.000070,1.009853,0.162683,0.163530
840.000000,1.000000,0.000638,0.000497,0.000568,1.037213,0.165964,0.166835
841.000000,1.000000,0.000323,0.000348,0.000336,0.977098,0.164653,0.165465
842.000000,1.000000,0.000445,0.000397,0.000421,0.965046,0.163956,0.164757
843.000000,1.000000,0.000040,0.000058,0.000049,0.992498,0.158103,0.158938
844.000000,1.000000,0.000112,0.000102,0.000107,0.985945,0.168686,0.169503
845.000000,1.000000,0.000148,0.000135,0.000141,1.015354,0.162209,0.163062
846.000000,1.000000,0.000472,0.000425,0.000449,1.032967,0.171863,0.172724
847.000000,1.000000,0.000274,0.000243,0.000259,0.977710,0.162704,0.163519
848.000000,1.000000,0.000037,0.000064,0.000051,0.998960,0.170251,0.171079
849.000000,1.000000,0.001027,0.000862,0.000944,1.050644,0.172704,0.173582
850.000000,1.000000,0.000021,0.000047,0.000034,0.999613,0.166041,0.166875
851.000000,1.000000,0.000263,0.000257,0.000260,1.021074,0.162074,0.162933
852.000000,1.000000,0.000064,0.000049,0.000056,1.003418,0.164056,0.164895
853.000000,1.000000,0.000135,0.000153,0.000144,0.995781,0.160213,0.161049
854.000000,1.000000,0.000167,0.000140,0.000154,0.987305,0.162651,0.163476
855.000000,1.000000,0.000018,0.000034,0.000026,0.998865,0.166289,0.167121
856.000000,1.000000,0.000831,0.000693,0.000762,0.964955,0.152079,0.152891
857.000000,1.000000,0.000096,0.000366,0.000231,0.989624,0.164225,0.165050
858.000000,1.000000,0.000076,0.000124,0.000100,0.989550,0.161108,0.161936
859.000000,1.000000,0.000024,0.000057,0.000040,1.004190,0.164009,0.164849
860.000000,1.000000,0.000157,0.000168,0.000163,0.993443,0.159792,0.160625
861.000000,1.000000,0.000511,0.000513,0.000512,1.033223,0.173894,0.174753
862.000000,1.000000,0.000046,0.000075,0.000061,0.998504,0.163535,0.164370
863.000000,1.000000,0.000315,0.000308,0.000312,1.022383,0.163631,0.164489
864.000000,1.000000,0.000186,0.000367,0.000276,1.013322,0.162896,0.163747
865.000000,1.000000,0.000209,0.000184,0.000197,1.018763,0.157662,0.158523
866.000000,1.000000,0.000182,0.000190,0.000186,1.012714,0.166233,0.167080
867.000000,1.000000,0.000951,0.000755,0.000853,1.046824,0.155245,0.156137
868.000000,1.000000,0.000166,0.000171,0.000168,1.016216,0.159227,0.160084
869.000000,1.000000,0.000295,0.000265,0.000280,1.023046,0.161999,0.162860
870.000000,1.000000,0.000584,0.000513,0.000548,0.962302,0.159093,0.159896
871.000000,1.000000,0.000322,0.000440,0.000381,0.974123,0.159914,0.160728
872.000000,1.000000,0.000198,0.000167,0.000182,0.980521,0.163856,0.164673
873.000000,1.000000,0.000274,0.000252,0.000263,0.973937,0.166743,0.167550
874.000000,1.000000,0.000247,0.000308,0.000277,0.983811,0.164017,0.164836
875.000000,1.000000,0.000410,0.000410,0.000410,0.974385,0.159179,0.159994
876.000000,1.000000,0.000092,0.000141,0.000116,0.990508,0.164857,0.165682
877.000000,1.000000,0.000394,0.000338,0.000366,1.029333,0.162196,0.163063
878.000000,1.000000,0.000193,0.000180,0.000187,1.020452,0.160930,0.161790
879.000000,1.000000,0.002400,0.002817,0.002608,0.923646,0.162654,0.163415
880.000000,1.000000,0.000037,0.000576,0.000306,0.989862,0.159795,0.160625
881.000000,1.000000,0.000140,0.000158,0.000149,0.999214,0.159542,0.160381
882.000000,1.000000,0.000189,0.000316,0.000253,1.019146,0.164084,0.164939
883.000000,1.000000,0.000237,0.000203,0.000220,1.019575,0.160762,0.161621
884.000000,1.000000,0.000640,0.000531,0.000586,1.032456,0.161254,0.162126
885.000000,1.000000,0.000119,0.000116,0.000118,1.013092,0.163102,0.163952
886.000000,1.000000,0.001187,0.000986,0.001086,1.053811,0.157901,0.158796
887.000000,1.000000,0.000027,0.000077,0.000052,1.000010,0.169520,0.170351
888.000000,1.000000,0.000957,0.000712,0.000835,1.043679,0.161957,0.162839
889.000000,1.000000,0.000193,0.000223,0.000208,1.010069,0.163430,0.164277
890.000000,1.000000,0.000756,0.000612,0.000684,1.037332,0.163357,0.164231
891.000000,1.000000,0.000374,0.000370,0.000372,1.032764,0.161152,0.162023
892.000000,1.000000,0.000283,0.000256,0.000269,1.023912,0.157511,0.158377
893.000000,1.000000,0.000375,0.000323,0.000349,1.029741,0.167091,0.167953
894.000000,1.000000,0.000363,0.000341,0.000352,1.030296,0.159859,0.160730
895.000000,1.000000,0.000039,0.000039,0.000039,1.001019,0.164954,0.165790
896.000000,1.000000,0.000029,0.000045,0.000037,1.003240,0.167959,0.168794
897.000000,1.000000,0.001336,0.000967,0.001152,1.052903,0.168012,0.168897
898.000000,1.000000,0.001264,0.000086,0.000675,1.006660,0.158457,0.159305
899.000000,1.000000,0.000019,0.000045,0.000032,0.998146,0.156300,0.157142
900.000000,1.000000,0.000070,0.000078,0.000074,1.008397,0.161594,0.162441
901.000000,1.000000,0.000825,0.000623,0.000724,1.043780,0.162774,0.163655
902.000000,1.000000,0.000579,0.000195,0.000387,1.021177,0.167253,0.168107
903.000000,1.000000,0.000187,0.000181,0.000184,1.018201,0.158130,0.158990
904.000000,1.000000,0.000346,0.000266,0.000306,1.027845,0.164239,0.165103
905.000000,1.000000,0.000038,0.000069,0.000053,1.004511,0.168910,0.169746
906.000000,1.000000,0.000438,0.000373,0.000406,1.033227,0.158185,0.159060
907.000000,1.000000,0.000046,0.000067,0.000057,1.002803,0.161515,0.162357
908.000000,1.000000,0.001106,0.000945,0.001025,1.053407,0.160045,0.160939
909.000000,1.000000,0.000071,0.000052,0.000061,0.997852,0.168734,0.169563
910.000000,1.000000,0.000482,0.000440,0.000461,0.965982,0.165937,0.166737
911.000000,1.000000,0.000040,0.000049,0.000045,0.992116,0.164349,0.165177
912.000000,1.000000,0.000814,0.000608,0.000711,0.956819,0.165656,0.166448
913.000000,1.000000,0.000116,0.000292,0.000204,0.994840,0.163081,0.163912
914.000000,1.000000,0.000155,0.000336,0.000246,1.016253,0.157696,0.158555
915.000000,1.000000,0.000108,0.000113,0.000111,1.012250,0.157287,0.158142
916.000000,1.000000,0.000465,0.000350,0.000408,1.032598,0.162256,0.163126
917.000000,1.000000,0.000014,0.000044,0.000029,0.999907,0.160319,0.161159
918.000000,1.000000,0.000247,0.000273,0.000260,0.975245,0.170983,0.171787
919.000000,1.000000,0.000036,0.000049,0.000042,1.003478,0.161783,0.162624
920.000000,1.000000,0.000137,0.000175,0.000156,0.993051,0.163118,0.163948
921.000000,1.000000,0.000072,0.000083,0.000078,0.986287,0.155801,0.156631
922.000000,1.000000,0.000453,0.000553,0.000503,0.968786,0.156303,0.157116
923.000000,1.000000,0.000164,0.000146,0.000155,0.982278,0.161602,0.162423
924.000000,1.000000,0.000167,0.000151,0.000159,0.985460,0.166612,0.167431
925.000000,1.000000,0.000768,0.000770,0.000769,0.969258,0.165739,0.166542
926.000000,1.000000,0.000067,0.000084,0.000076,0.992966,0.160189,0.161022
927.000000,1.000000,0.002620,0.001906,0.002263,1.074450,0.164698,0.165607
928.000000,1.000000,0.000056,0.000099,0.000078,0.993196,0.168657,0.169482
929.000000,1.000000,0.000034,0.000134,0.000084,0.996433,0.163357,0.164190
930.000000,1.000000,0.000066,0.000081,0.000074,0.991716,0.162498,0.163328
931.000000,1.000000,0.000499,0.000410,0.000455,0.966373,0.162621,0.163425
932.000000,1.000000,0.000128,0.000065,0.000097,1.008100,0.157542,0.158392
933.000000,1.000000,0.001231,0.000937,0.001084,1.054327,0.158522,0.159418
934.000000,1.000000,0.000036,0.000046,0.000041,1.005837,0.162823,0.163666
935.000000,1.000000,0.001929,0.001469,0.001699,1.069782,0.164472,0.165377
936.000000,1.000000,0.000025,0.000057,0.000041,1.001170,0.162497,0.163336
937.000000,1.000000,0.000718,0.000516,0.000617,1.039997,0.157475,0.158358
938.000000,1.000000,0.000018,0.000040,0.000029,1.003878,0.158095,0.158940
939.000000,1.000000,0.000368,0.000317,0.000343,0.969352,0.156985,0.157798
940.000000,1.000000,0.000094,0.000107,0.000100,0.988793,0.158121,0.158952
941.000000,1.000000,0.000783,0.000555,0.000669,0.964124,0.163468,0.164269
942.000000,1.000000,0.000074,0.000081,0.000078,0.987767,0.164031,0.164855
943.000000,1.000000,0.000392,0.000360,0.000376,0.971493,0.162104,0.162914
944.000000,1.000000,0.000181,0.000211,0.000196,1.009176,0.159870,0.160720
945.000000,1.000000,0.000106,0.000095,0.000100,1.012915,0.169293,0.170136
946.000000,1.000000,0.000105,0.000098,0.000101,0.991355,0.153250,0.154088
947.000000,1.000000,0.000134,0.000185,0.000160,0.983014,0.162229,0.163049
948.000000,1.000000,0.000167,0.000175,0.000171,0.987667,0.164523,0.165346
949.000000,1.000000,0.000112,0.000294,0.000203,0.989068,0.161499,0.162327
950.000000,1.000000,0.000075,0.000070,0.000072,1.007201,0.151604,0.152460
951.000000,1.000000,0.000423,0.000302,0.000362,1.022590,0.165247,0.166105
952.000000,1.000000,0.000135,0.000135,0.000135,0.985108,0.152675,0.153507
953.000000,1.000000,0.000667,0.000580,0.000624,0.957007,0.167473,0.168262
954.000000,1.000000,0.000236,0.000215,0.000226,0.978548,0.158923,0.159742
955.000000,1.000000,0.000348,0.000293,0.000321,0.975903,0.160799,0.161614
956.000000,1.000000,0.000140,0.000130,0.000135,0.983806,0.157321,0.158148
957.000000,1.000000,0.000609,0.000522,0.000565,0.963945,0.158555,0.159360
958.000000,1.000000,0.000136,0.000151,0.000144,0.986190,0.164959,0.165781
959.000000,1.000000,0.000842,0.000750,0.000796,0.952585,0.161606,0.162397
960.000000,1.000000,0.000075,0.000050,0.000063,0.993261,0.164621,0.165450
961.000000,1.000000,0.000837,0.000739,0.000788,0.954822,0.162888,0.163680
962.000000,1.000000,0.000213,0.000092,0.000153,0.988272,0.153481,0.154316
963.000000,1.000000,0.001173,0.000906,0.001039,0.945338,0.154305,0.155096
964.000000,1.000000,0.000179,0.000196,0.000188,0.998224,0.155648,0.156491
965.000000,1.000000,0.001130,0.000853,0.000991,1.050647,0.157707,0.158600
966.000000,1.000000,0.000088,0.000102,0.000095,1.013722,0.159862,0.160716
967.000000,1.000000,0.000394,0.000413,0.000404,1.033568,0.157784,0.158659
968.000000,1.000000,0.000228,0.000188,0.000208,1.023938,0.155973,0.156841
969.000000,1.000000,0.000306,0.000303,0.000304,1.031176,0.155468,0.156344
970.000000,1.000000,0.000031,0.000053,0.000042,1.005503,0.156765,0.157614
971.000000,1.000000,0.000679,0.000596,0.000637,1.038042,0.161561,0.162437
972.000000,1.000000,0.000036,0.000040,0.000038,1.007258,0.162267,0.163112
973.000000,1.000000,0.001867,0.001505,0.001686,1.070887,0.160071,0.160981
974.000000,1.000000,0.000050,0.000084,0.000067,1.004267,0.157685,0.158532
975.000000,1.000000,0.000470,0.000389,0.000429,1.035258,0.154951,0.155831
976.000000,1.000000,0.000023,0.000031,0.000027,1.000536,0.155167,0.156012
977.000000,1.000000,0.000151,0.000137,0.000144,0.991076,0.161419,0.162249
978.000000,1.000000,0.000031,0.000052,0.000042,0.994171,0.167999,0.168825
979.000000,1.000000,0.000171,0.000268,0.000220,0.999050,0.156060,0.156903
980.000000,1.000000,0.000156,0.000113,0.000135,1.000359,0.153354,0.154201
981.000000,1.000000,0.000037,0.000052,0.000044,1.000780,0.160635,0.161475
982.000000,1.000000,0.000176,0.000058,0.000117,1.000426,0.158604,0.159446
983.000000,1.000000,0.000034,0.000041,0.000037,0.999109,0.156268,0.157111
984.000000,1.000000,0.000106,0.000309,0.000208,0.984560,0.155455,0.156284
985.000000,1.000000,0.000221,0.000203,0.000212,0.976772,0.165469,0.166281
986.000000,1.000000,0.000312,0.000247,0.000280,0.973095,0.155943,0.156760
987.000000,1.000000,0.000180,0.000123,0.000152,0.981640,0.164820,0.165636
988.000000,1.000000,0.000199,0.000160,0.000179,0.981397,0.157735,0.158559
989.000000,1.000000,0.000070,0.000043,0.000056,0.994767,0.166980,0.167808
990.000000,1.000000,0.000167,0.000141,0.000154,0.982670,0.159716,0.160539
991.000000,1.000000,0.000126,0.000121,0.000123,0.985021,0.164335,0.165156
992.000000,1.000000,0.000272,0.000214,0.000243,0.980188,0.151362,0.152191
993.000000,1.000000,0.000029,0.000036,0.000033,0.998904,0.155230,0.156074
994.000000,1.000000,0.000323,0.000279,0.000301,1.026479,0.157472,0.158341
995.000000,1.000000,0.000242,0.000212,0.000227,1.016391,0.156036,0.156896
996.000000,1.000000,0.000027,0.000042,0.000035,1.005118,0.162683,0.163526
997.000000,1.000000,0.001147,0.000828,0.000987,1.050619,0.159599,0.160490
998.000000,1.000000,0.000028,0.000036,0.000032,0.999228,0.156648,0.157490
999.000000,1.000000,0.001837,0.000272,0.001054,0.989290,0.160047,0.160876
1000.000000,1.000000,0.000159,0.000139,0.000149,1.017848,0.154149,0.155012
1001.000000,1.000000,0.000080,0.000097,0.000088,1.005332,0.156104,0.156954
1002.000000,1.000000,0.001363,0.000083,0.000723,0.988979,0.157805,0.158636
1003.000000,1.000000,0.000042,0.000041,0.000042,1.005317,0.152467,0.153320
1004.000000,1.000000,0.000014,0.000026,0.000020,0.997877,0.158428,0.159267
1005.000000,1.000000,0.001952,0.001546,0.001749,0.933481,0.156638,0.157415
1006.000000,1.000000,0.000018,0.000025,0.000021,0.997661,0.159099,0.159938
1007.000000,1.000000,0.000547,0.000406,0.000476,0.967945,0.158105,0.158915
1008.000000,1.000000,0.000040,0.000051,0.000045,1.001204,0.164256,0.165093
1009.000000,1.000000,0.000633,0.000415,0.000524,1.037232,0.155434,0.156315
1010.000000,1.000000,0.000092,0.000091,0.000092,1.006503,0.159510,0.160357
1011.000000,1.000000,0.001750,0.002011,0.001881,0.943642,0.160264,0.161047
1012.000000,1.000000,0.000068,0.000058,0.000063,1.005578,0.162923,0.163766
1013.000000,1.000000,0.000044,0.000036,0.000040,1.000588,0.157498,0.158341
1014.000000,1.000000,0.000034,0.000035,0.000034,0.996983,0.158726,0.159565
1015.000000,1.000000,0.000167,0.000157,0.000162,1.015443,0.160277,0.161132
1016.000000,1.000000,0.000031,0.000033,0.000032,1.002587,0.155232,0.156079
1017.000000,1.000000,0.000763,0.000280,0.000522,1.029310,0.168089,0.168950
1018.000000,1.000000,0.001675,0.000036,0.000856,1.003246,0.157817,0.158662
1019.000000,1.000000,0.003013,0.000260,0.001637,1.026638,0.155248,0.156119
1020.000000,1.000000,0.000080,0.000082,0.000081,1.011451,0.163368,0.164216
1021.000000,1.000000,0.000234,0.000218,0.000226,1.020099,0.157589,0.158451
1022.000000,1.000000,0.000450,0.000297,0.000373,1.026398,0.152515,0.153389
1023.000000,1.000000,0.000019,0.000026,0.000022,0.997876,0.161325,0.162161
1024.000000,1.000000,0.000197,0.000179,0.000188,0.996416,0.157498,0.158337
1025.000000,1.000000,0.000110,0.000233,0.000172,0.998763,0.160300,0.161138
1026.000000,1.000000,0.003512,0.002543,0.003028,1.090580,0.161401,0.162330
1027.000000,1.000000,0.000115,0.000061,0.000088,1.005880,0.157502,0.158350
1028.000000,1.000000,0.000070,0.000083,0.000076,1.008087,0.153319,0.154173
1029.000000,1.000000,0.000518,0.000306,0.000412,0.995718,0.158738,0.159575
1030.000000,1.000000,0.000034,0.000047,0.000040,1.000329,0.153236,0.154083
1031.000000,1.000000,0.000026,0.000039,0.000033,1.002341,0.163579,0.164418
1032.000000,1.000000,0.000067,0.000040,0.000054,0.998369,0.157312,0.158153
1033.000000,1.000000,0.000103,0.000041,0.000072,1.003121,0.152143,0.152994
1034.000000,1.000000,0.000017,0.000027,0.000022,1.000431,0.151212,0.152061
1035.000000,1.000000,0.000830,0.000785,0.000808,1.018470,0.156739,0.157601
1036.000000,1.000000,0.000283,0.000258,0.000270,0.972117,0.158407,0.159221
1037.000000,1.000000,0.000152,0.000124,0.000138,0.982378,0.154940,0.155767
1038.000000,1.000000,0.000522,0.000400,0.000461,0.965490,0.160118,0.160923
1039.000000,1.000000,0.000014,0.000027,0.000021,0.998068,0.161059,0.161896
1040.000000,1.000000,0.000335,0.000206,0.000270,0.990754,0.156643,0.157477
1041.000000,1.000000,0.000202,0.000520,0.000361,1.017724,0.155046,0.155909
1042.000000,1.000000,0.000029,0.000047,0.000038,0.998154,0.156069,0.156911
1043.000000,1.000000,0.000040,0.000049,0.000044,1.007846,0.160344,0.161191
1044.000000,1.000000,0.000070,0.000105,0.000087,0.991037,0.151342,0.152182
1045.000000,1.000000,0.000271,0.000253,0.000262,0.975750,0.164120,0.164932
1046.000000,1.000000,0.000058,0.000076,0.000067,0.992497,0.161789,0.162620
1047.000000,1.000000,0.002337,0.001689,0.002013,0.931559,0.154635,0.155412
1048.000000,1.000000,0.000018,0.000026,0.000022,0.997276,0.162087,0.162923
1049.000000,1.000000,0.000363,0.000362,0.000362,1.025584,0.159563,0.160429
1050.000000,1.000000,0.000049,0.000055,0.000052,1.008270,0.155230,0.156083
1051.000000,1.000000,0.000086,0.000125,0.000105,1.011897,0.161674,0.162524
1052.000000,1.000000,0.000061,0.000063,0.000062,1.000307,0.159553,0.160394
1053.000000,1.000000,0.000425,0.000406,0.000416,1.029498,0.151946,0.152824
1054.000000,1.000000,0.000114,0.000105,0.000109,1.016227,0.160954,0.161810
1055.000000,1.000000,0.000142,0.000124,0.000133,1.018061,0.153402,0.154267
1056.000000,1.000000,0.000069,0.000041,0.000055,0.999514,0.151307,0.152156
1057.000000,1.000000,0.000310,0.000299,0.000305,0.976210,0.160327,0.161143
1058.000000,1.000000,0.000101,0.000104,0.000103,0.986749,0.152818,0.153652
1059.000000,1.000000,0.000535,0.000463,0.000499,0.968335,0.152068,0.152884
1060.000000,1.000000,0.000184,0.000163,0.000174,0.999087,0.159250,0.160090
1061.000000,1.000000,0.000767,0.000579,0.000673,1.042312,0.146451,0.147347
1062.000000,1.000000,0.000163,0.000201,0.000182,0.989759,0.150454,0.151293
1063.000000,1.000000,0.000304,0.000299,0.000302,0.974054,0.152675,0.153497
1064.000000,1.000000,0.000115,0.000139,0.000127,0.985630,0.157252,0.158080
1065.000000,1.000000,0.000692,0.000652,0.000672,0.955939,0.154108,0.154910
1066.000000,1.000000,0.000051,0.000057,0.000054,0.994351,0.157987,0.158823
1067.000000,1.000000,0.001560,0.001190,0.001375,0.937075,0.157885,0.158664
1068.000000,1.000000,0.000079,0.000085,0.000082,0.986676,0.160035,0.160862
1069.000000,1.000000,0.000176,0.000096,0.000136,1.013067,0.157344,0.158200
1070.000000,1.000000,0.000054,0.000057,0.000055,1.009000,0.156474,0.157327
1071.000000,1.000000,0.000099,0.000083,0.000091,1.012314,0.158870,0.159724
1072.000000,1.000000,0.000094,0.000131,0.000112,0.992741,0.158233,0.159067
1073.000000,1.000000,0.000169,0.000190,0.000180,0.979803,0.153209,0.154036
1074.000000,1.000000,0.000038,0.000028,0.000033,1.002710,0.157818,0.158663
1075.000000,1.000000,0.000515,0.000380,0.000447,1.034153,0.155869,0.156748
1076.000000,1.000000,0.000078,0.000074,0.000076,0.991676,0.150530,0.151371
