Epoch,Batch,real_loss,fake_loss,d_loss,g_adv,g_pixel,g_loss
48.000000,1.000000,0.002174,0.001756,0.001965,1.012866,0.221540,0.222331
49.000000,1.000000,0.001716,0.050725,0.026220,0.828336,0.216867,0.217478
50.000000,1.000000,0.002075,0.002122,0.002098,0.987611,0.219523,0.220291
51.000000,1.000000,0.001950,0.009393,0.005672,0.919588,0.235807,0.236491
52.000000,1.000000,0.001564,0.001818,0.001691,1.000210,0.235709,0.236473
53.000000,1.000000,0.001675,0.002183,0.001929,0.981719,0.230322,0.231074
54.000000,1.000000,0.001678,0.002171,0.001924,0.991379,0.221964,0.222734
55.000000,1.000000,0.001816,0.002027,0.001922,0.996698,0.224458,0.225231
56.000000,1.000000,0.001217,0.001628,0.001423,0.996861,0.212208,0.212993
57.000000,1.000000,0.001981,0.010500,0.006241,0.893211,0.222893,0.223563
58.000000,1.000000,0.001682,0.001625,0.001654,0.980161,0.216190,0.216954
59.000000,1.000000,0.001467,0.002428,0.001947,0.981467,0.218748,0.219511
60.000000,1.000000,0.001622,0.002297,0.001960,0.966137,0.215793,0.216544
61.000000,1.000000,0.004098,0.002364,0.003231,1.008802,0.221132,0.221920
62.000000,1.000000,0.001262,0.001923,0.001593,0.976019,0.210653,0.211419
63.000000,1.000000,0.001268,0.002483,0.001875,1.017778,0.220289,0.221086
64.000000,1.000000,0.002367,0.003062,0.002715,1.031039,0.213190,0.214008
65.000000,1.000000,0.001346,0.001425,0.001385,0.983134,0.219157,0.219921
66.000000,1.000000,0.001121,0.011003,0.006062,0.889318,0.218891,0.219561
67.000000,1.000000,0.000885,0.000818,0.000852,0.994704,0.217445,0.218222
68.000000,1.000000,0.007761,0.001926,0.004844,1.005008,0.214876,0.215666
69.000000,1.000000,0.001289,0.001616,0.001452,0.975923,0.219414,0.220171
70.000000,1.000000,0.001041,0.001292,0.001167,0.985257,0.215940,0.216709
71.000000,1.000000,0.002295,0.001014,0.001654,1.001853,0.210799,0.211590
72.000000,1.000000,0.001278,0.001468,0.001373,0.986005,0.222352,0.223116
73.000000,1.000000,0.000802,0.000939,0.000870,0.995777,0.214265,0.215046
74.000000,1.000000,0.000960,0.000981,0.000970,0.983418,0.216453,0.217220
75.000000,1.000000,0.000899,0.001164,0.001032,1.010884,0.210217,0.211018
76.000000,1.000000,0.002845,0.001333,0.002089,1.007235,0.210672,0.211468
77.000000,1.000000,0.000981,0.001414,0.001197,1.005369,0.224063,0.224845
78.000000,1.000000,0.000769,0.000970,0.000869,1.004545,0.221610,0.222393
79.000000,1.000000,0.000780,0.000835,0.000808,0.985359,0.210977,0.211752
80.000000,1.000000,0.000987,0.001505,0.001246,0.970318,0.213714,0.214470
81.000000,1.000000,0.001704,0.002556,0.002130,0.944384,0.214978,0.215708
82.000000,1.000000,0.000709,0.001037,0.000873,1.009923,0.214061,0.214856
83.000000,1.000000,0.001295,0.001428,0.001361,0.971645,0.223373,0.224121
84.000000,1.000000,0.001365,0.005628,0.003497,0.935266,0.209916,0.210642
85.000000,1.000000,0.000816,0.001124,0.000970,1.001653,0.215205,0.215991
86.000000,1.000000,0.002321,0.003525,0.002923,0.943130,0.215650,0.216377
87.000000,1.000000,0.001404,0.001235,0.001320,0.967950,0.214395,0.215148
88.000000,1.000000,0.000726,0.134693,0.067710,0.646059,0.207279,0.207718
89.000000,1.000000,0.003043,0.003520,0.003281,0.975227,0.211172,0.211936
90.000000,1.000000,0.005200,0.001908,0.003554,0.988530,0.213577,0.214352
91.000000,1.000000,0.001198,0.001563,0.001380,1.003219,0.213742,0.214531
92.000000,1.000000,0.001275,0.001722,0.001498,0.997591,0.215262,0.216044
93.000000,1.000000,0.003119,0.001503,0.002311,0.996334,0.217078,0.217857
94.000000,1.000000,0.000766,0.001371,0.001069,1.002820,0.215221,0.216008
95.000000,1.000000,0.000855,0.001049,0.000952,0.997109,0.210134,0.210921
96.000000,1.000000,0.000760,0.001136,0.000948,0.994087,0.210209,0.210993
97.000000,1.000000,0.000607,0.003170,0.001888,1.003617,0.213311,0.214101
98.000000,1.000000,0.000652,0.000990,0.000821,1.001425,0.211977,0.212766
99.000000,1.000000,0.002110,0.003245,0.002678,0.936966,0.215785,0.216506
100.000000,1.000000,0.001219,0.001676,0.001448,0.991992,0.207666,0.208450
101.000000,1.000000,0.000646,0.002288,0.001467,0.984165,0.203452,0.204232
102.000000,1.000000,0.000530,0.000921,0.000726,0.987741,0.202871,0.203656
103.000000,1.000000,0.000490,0.001139,0.000815,1.000989,0.210123,0.210914
104.000000,1.000000,0.000425,0.000768,0.000596,0.999718,0.209386,0.210176
105.000000,1.000000,0.000828,0.000757,0.000793,1.002587,0.212816,0.213606
106.000000,1.000000,0.000903,0.000791,0.000847,0.993790,0.203172,0.203962
107.000000,1.000000,0.000479,0.000781,0.000630,0.999840,0.209944,0.210734
108.000000,1.000000,0.001893,0.001043,0.001468,0.991778,0.215676,0.216452
109.000000,1.000000,0.009282,0.001564,0.005423,0.995103,0.201725,0.202518
110.000000,1.000000,0.003215,0.001047,0.002131,0.991732,0.204852,0.205639
111.000000,1.000000,0.000624,0.001633,0.001128,0.991596,0.209092,0.209875
112.000000,1.000000,0.000666,0.000944,0.000805,0.993251,0.204528,0.205317
113.000000,1.000000,0.000684,0.001283,0.000983,0.986426,0.206638,0.207418
114.000000,1.000000,0.000626,0.001064,0.000845,1.010310,0.207774,0.208576
115.000000,1.000000,0.003797,0.001730,0.002763,1.036110,0.215310,0.216131
116.000000,1.000000,0.000598,0.001628,0.001113,0.981660,0.205201,0.205978
117.000000,1.000000,0.000587,0.000968,0.000777,0.991355,0.202617,0.203406
118.000000,1.000000,0.005850,0.001397,0.003623,1.003257,0.216373,0.217160
119.000000,1.000000,0.000839,0.001164,0.001002,0.982328,0.214029,0.214797
120.000000,1.000000,0.000589,0.000939,0.000764,1.022613,0.204280,0.205099
121.000000,1.000000,0.000594,0.001323,0.000959,0.990346,0.209757,0.210538
122.000000,1.000000,0.000412,0.004514,0.002463,0.965378,0.199911,0.200676
123.000000,1.000000,0.000962,0.001478,0.001220,0.983347,0.217189,0.217955
124.000000,1.000000,0.000503,0.000656,0.000580,0.992019,0.196702,0.197498
125.000000,1.000000,0.000826,0.001504,0.001165,1.010509,0.210486,0.211286
126.000000,1.000000,0.000767,0.001262,0.001014,1.003224,0.203188,0.203988
127.000000,1.000000,0.003213,0.003396,0.003304,0.925897,0.216867,0.217576
128.000000,1.000000,0.000630,0.001618,0.001124,0.971502,0.208871,0.209634
129.000000,1.000000,0.000499,0.000755,0.000627,0.994413,0.199013,0.199809
130.000000,1.000000,0.000819,0.001069,0.000944,1.028841,0.206705,0.207527
131.000000,1.000000,0.005805,0.003743,0.004774,1.078849,0.202814,0.203690
132.000000,1.000000,0.000553,0.000955,0.000754,0.974107,0.206323,0.207090
133.000000,1.000000,0.000391,0.000784,0.000587,1.003141,0.206061,0.206858
134.000000,1.000000,0.000774,0.001850,0.001312,0.965402,0.196972,0.197741
135.000000,1.000000,0.000946,0.006418,0.003682,1.016747,0.207983,0.208792
136.000000,1.000000,0.000449,0.000891,0.000670,1.024379,0.198538,0.199364
137.000000,1.000000,0.000600,0.000719,0.000659,0.981296,0.198868,0.199651
138.000000,1.000000,0.000405,0.000768,0.000587,1.016812,0.207568,0.208377
139.000000,1.000000,0.002053,0.001023,0.001538,0.982081,0.197190,0.197975
140.000000,1.000000,0.000492,0.000889,0.000690,1.017886,0.203476,0.204291
141.000000,1.000000,0.000853,0.002800,0.001827,1.007469,0.197452,0.198262
142.000000,1.000000,0.000472,0.001006,0.000739,1.008306,0.197024,0.197835
143.000000,1.000000,0.001462,0.000529,0.000996,1.005789,0.212267,0.213060
144.000000,1.000000,0.000279,0.000823,0.000551,1.002965,0.203528,0.204327
145.000000,1.000000,0.000954,0.000564,0.000759,0.995609,0.206607,0.207396
146.000000,1.000000,0.000216,0.000444,0.000330,1.006434,0.204347,0.205149
147.000000,1.000000,0.000384,0.000439,0.000412,0.995597,0.201208,0.202003
148.000000,1.000000,0.000605,0.000553,0.000579,1.004664,0.202226,0.203029
149.000000,1.000000,0.000271,0.001133,0.000702,0.984056,0.210283,0.211057
150.000000,1.000000,0.001042,0.000541,0.000792,1.000552,0.206911,0.207705
151.000000,1.000000,0.000722,0.000654,0.000688,1.006090,0.200912,0.201717
152.000000,1.000000,0.000252,0.000432,0.000342,0.995268,0.195057,0.195857
153.000000,1.000000,0.000784,0.000831,0.000808,0.971244,0.197219,0.197993
154.000000,1.000000,0.000578,0.000780,0.000679,0.970916,0.198314,0.199086
155.000000,1.000000,0.000290,0.000589,0.000439,1.006479,0.202547,0.203351
156.000000,1.000000,0.000404,0.000922,0.000663,1.010531,0.207556,0.208359
157.000000,1.000000,0.001768,0.001151,0.001460,1.047050,0.194259,0.195111
158.000000,1.000000,0.000259,0.000461,0.000360,0.990678,0.199899,0.200690
159.000000,1.000000,0.001025,0.001369,0.001197,0.956264,0.209541,0.210288
160.000000,1.000000,0.003101,0.004524,0.003813,0.903583,0.202527,0.203228
161.000000,1.000000,0.000237,0.000425,0.000331,1.009810,0.202910,0.203717
162.000000,1.000000,0.000723,0.002066,0.001395,0.999874,0.194938,0.195743
163.000000,1.000000,0.000353,0.000601,0.000477,0.984439,0.204413,0.205193
164.000000,1.000000,0.000472,0.000982,0.000727,0.986026,0.202576,0.203360
165.000000,1.000000,0.001060,0.001207,0.001134,1.042445,0.197242,0.198087
166.000000,1.000000,0.000429,0.001144,0.000787,0.992893,0.192934,0.193734
167.000000,1.000000,0.001062,0.001091,0.001076,0.954065,0.202367,0.203119
168.000000,1.000000,0.000279,0.000721,0.000500,1.004364,0.203258,0.204060
169.000000,1.000000,0.000786,0.000719,0.000753,0.982597,0.196430,0.197216
170.000000,1.000000,0.000243,0.000357,0.000300,1.005646,0.202760,0.203562
171.000000,1.000000,0.001967,0.001471,0.001719,1.050224,0.194925,0.195780
172.000000,1.000000,0.000891,0.042598,0.021745,0.822775,0.194404,0.195032
173.000000,1.000000,0.001094,0.001806,0.001450,0.984803,0.197062,0.197850
174.000000,1.000000,0.000826,0.001105,0.000966,0.991234,0.194315,0.195112
175.000000,1.000000,0.000504,0.001311,0.000907,0.998076,0.200156,0.200954
176.000000,1.000000,0.000420,0.000832,0.000626,0.994449,0.206058,0.206846
177.000000,1.000000,0.000387,0.001047,0.000717,0.997279,0.202119,0.202914
178.000000,1.000000,0.000423,0.000907,0.000665,0.991433,0.197273,0.198067
179.000000,1.000000,0.003489,0.000692,0.002090,1.006360,0.192451,0.193265
180.000000,1.000000,0.000271,0.000689,0.000480,0.991368,0.192255,0.193054
181.000000,1.000000,0.000284,0.001359,0.000822,0.990583,0.198909,0.199700
182.000000,1.000000,0.000258,0.000851,0.000555,0.993218,0.203923,0.204712
183.000000,1.000000,0.000850,0.000460,0.000655,0.997102,0.195599,0.196401
184.000000,1.000000,0.001210,0.000470,0.000840,1.003035,0.201437,0.202239
185.000000,1.000000,0.000609,0.000508,0.000559,0.999549,0.194211,0.195017
186.000000,1.000000,0.000332,0.000495,0.000414,1.002206,0.201832,0.202633
187.000000,1.000000,0.001073,0.000708,0.000890,1.011196,0.194620,0.195436
188.000000,1.000000,0.000187,0.000432,0.000309,0.998866,0.200635,0.201433
189.000000,1.000000,0.000286,0.000484,0.000385,1.008808,0.197485,0.198296
190.000000,1.000000,0.006026,0.000688,0.003357,1.010640,0.190489,0.191309
191.000000,1.000000,0.000175,0.000381,0.000278,0.997069,0.204141,0.204933
192.000000,1.000000,0.000420,0.000829,0.000625,0.996110,0.195992,0.196792
193.000000,1.000000,0.000259,0.000535,0.000397,0.999624,0.194094,0.194900
194.000000,1.000000,0.001008,0.001182,0.001095,1.040863,0.189879,0.190730
195.000000,1.000000,0.000281,0.000314,0.000298,0.998813,0.195525,0.196329
196.000000,1.000000,0.000426,0.000542,0.000484,1.011603,0.204868,0.205675
197.000000,1.000000,0.000312,0.000432,0.000372,1.014317,0.194549,0.195369
198.000000,1.000000,0.000606,0.000546,0.000576,1.024826,0.200224,0.201048
199.000000,1.000000,0.000455,0.000367,0.000411,1.011588,0.192524,0.193343
200.000000,1.000000,0.000310,0.000615,0.000462,0.997821,0.194489,0.195293
201.000000,1.000000,0.000154,0.000282,0.000218,1.003256,0.194038,0.194847
202.000000,1.000000,0.000841,0.001156,0.000998,0.987505,0.193816,0.194610
203.000000,1.000000,0.000297,0.000363,0.000330,0.985927,0.190110,0.190906
204.000000,1.000000,0.000207,0.000321,0.000264,0.999719,0.193403,0.194209
205.000000,1.000000,0.006407,0.006781,0.006594,0.919027,0.185611,0.186344
206.000000,1.000000,0.000503,0.000394,0.000448,0.998765,0.196484,0.197287
207.000000,1.000000,0.000300,0.000316,0.000308,1.000758,0.198995,0.199797
208.000000,1.000000,0.000193,0.000325,0.000259,0.990124,0.192460,0.193258
209.000000,1.000000,0.002038,0.003423,0.002730,0.931358,0.187703,0.188447
210.000000,1.000000,0.000329,0.000404,0.000366,0.987795,0.190592,0.191390
211.000000,1.000000,0.000269,0.000515,0.000392,0.998151,0.193216,0.194021
212.000000,1.000000,0.002114,0.000450,0.001282,1.020729,0.196474,0.197298
213.000000,1.000000,0.000415,0.000688,0.000552,0.974682,0.194228,0.195009
214.000000,1.000000,0.000203,0.000315,0.000259,1.008597,0.185574,0.186397
215.000000,1.000000,0.000194,0.000361,0.000277,0.983445,0.197437,0.198223
216.000000,1.000000,0.000631,0.000759,0.000695,0.962894,0.199038,0.199802
217.000000,1.000000,0.000257,0.000570,0.000413,0.993247,0.198652,0.199447
218.000000,1.000000,0.000232,0.000503,0.000368,1.003066,0.190522,0.191334
219.000000,1.000000,0.000528,0.000520,0.000524,0.983811,0.184308,0.185108
220.000000,1.000000,0.000601,0.000909,0.000755,1.020830,0.190973,0.191803
221.000000,1.000000,0.000136,0.000334,0.000235,1.010598,0.197088,0.197902
222.000000,1.000000,0.000542,0.000970,0.000756,1.015552,0.196051,0.196871
223.000000,1.000000,0.000350,0.000667,0.000509,0.985679,0.197604,0.198392
224.000000,1.000000,0.000358,0.000518,0.000438,1.023178,0.210130,0.210943
225.000000,1.000000,0.001553,0.000715,0.001134,1.014562,0.197216,0.198033
226.000000,1.000000,0.000378,0.000387,0.000383,0.983311,0.192766,0.193557
227.000000,1.000000,0.000273,0.000382,0.000328,0.985290,0.196193,0.196982
228.000000,1.000000,0.000325,0.000857,0.000591,0.993674,0.190585,0.191388
229.000000,1.000000,0.000103,0.000502,0.000303,0.990818,0.194262,0.195059
230.000000,1.000000,0.000245,0.000482,0.000363,0.998881,0.193645,0.194450
231.000000,1.000000,0.000646,0.000779,0.000713,1.029779,0.193342,0.194178
232.000000,1.000000,0.000531,0.000931,0.000731,0.997942,0.187895,0.188705
233.000000,1.000000,0.000128,0.000273,0.000201,0.993296,0.195155,0.195953
234.000000,1.000000,0.000967,0.001178,0.001073,1.030751,0.191608,0.192448
235.000000,1.000000,0.000418,0.000493,0.000456,1.026844,0.200881,0.201707
236.000000,1.000000,0.001054,0.001015,0.001035,1.042208,0.192838,0.193687
237.000000,1.000000,0.000194,0.000495,0.000345,1.002000,0.205623,0.206420
238.000000,1.000000,0.000343,0.000539,0.000441,0.972210,0.194522,0.195300
239.000000,1.000000,0.000323,0.000678,0.000501,0.981865,0.198690,0.199473
240.000000,1.000000,0.002916,0.045234,0.024075,0.740186,0.193183,0.193730
241.000000,1.000000,0.000736,0.002794,0.001765,0.983899,0.188567,0.189362
242.000000,1.000000,0.000864,0.000797,0.000830,0.991572,0.195688,0.196484
243.000000,1.000000,0.000292,0.001310,0.000801,0.990454,0.187831,0.188634
244.000000,1.000000,0.000207,0.000493,0.000350,1.001264,0.199713,0.200515
245.000000,1.000000,0.000470,0.000646,0.000558,0.993050,0.189659,0.190462
246.000000,1.000000,0.000249,0.000692,0.000471,0.992830,0.193633,0.194432
247.000000,1.000000,0.000208,0.000612,0.000410,0.990746,0.185738,0.186543
248.000000,1.000000,0.000191,0.000543,0.000367,1.002004,0.191395,0.192206
249.000000,1.000000,0.000129,0.000529,0.000329,1.001565,0.190562,0.191373
250.000000,1.000000,0.000135,0.000352,0.000244,0.998194,0.197809,0.198610
251.000000,1.000000,0.000302,0.001068,0.000685,0.988555,0.187634,0.188435
252.000000,1.000000,0.000175,0.001833,0.001004,0.978691,0.180443,0.181241
253.000000,1.000000,0.000305,0.000492,0.000398,1.006801,0.191101,0.191917
254.000000,1.000000,0.000358,0.000542,0.000450,0.991869,0.193677,0.194476
255.000000,1.000000,0.000259,0.000701,0.000480,0.979465,0.198645,0.199426
256.000000,1.000000,0.000107,0.000327,0.000217,1.003799,0.188342,0.189158
257.000000,1.000000,0.000808,0.000991,0.000899,1.030855,0.188306,0.189149
258.000000,1.000000,0.000117,0.000636,0.000376,0.988357,0.195475,0.196268
259.000000,1.000000,0.000295,0.000614,0.000455,0.983087,0.187477,0.188273
260.000000,1.000000,0.000732,0.000888,0.000810,0.986549,0.186560,0.187360
261.000000,1.000000,0.000211,0.000395,0.000303,0.985224,0.193951,0.194742
262.000000,1.000000,0.000156,0.000276,0.000216,0.998429,0.192815,0.193620
263.000000,1.000000,0.001342,0.001192,0.001267,1.049032,0.181938,0.182805
264.000000,1.000000,0.000449,0.000655,0.000552,1.014434,0.188804,0.189630
265.000000,1.000000,0.000117,0.000251,0.000184,1.005789,0.183490,0.184313
266.000000,1.000000,0.000340,0.000495,0.000418,0.975986,0.193810,0.194592
267.000000,1.000000,0.000530,0.000760,0.000645,0.980816,0.186409,0.187204
268.000000,1.000000,0.000628,0.000823,0.000725,0.970097,0.191750,0.192528
269.000000,1.000000,0.000782,0.000881,0.000832,0.962746,0.190761,0.191533
270.000000,1.000000,0.004842,0.000326,0.002584,1.018163,0.185602,0.186435
271.000000,1.000000,0.000145,0.000265,0.000205,1.008422,0.182253,0.183079
272.000000,1.000000,0.000413,0.000544,0.000478,1.021311,0.191205,0.192035
273.000000,1.000000,0.000703,0.000836,0.000770,1.039318,0.185731,0.186585
274.000000,1.000000,0.000097,0.000252,0.000175,0.999704,0.189928,0.190737
275.000000,1.000000,0.000945,0.000803,0.000874,1.032865,0.190147,0.190990
276.000000,1.000000,0.000220,0.000330,0.000275,1.018625,0.184499,0.185333
277.000000,1.000000,0.000915,0.000838,0.000877,1.038296,0.190853,0.191701
278.000000,1.000000,0.000235,0.000392,0.000314,0.997077,0.186698,0.187509
279.000000,1.000000,0.000218,0.000370,0.000294,1.015314,0.191315,0.192139
280.000000,1.000000,0.000295,0.000568,0.000431,1.013333,0.183370,0.184199
281.000000,1.000000,0.000175,0.000318,0.000246,1.016976,0.188793,0.189621
282.000000,1.000000,0.003767,0.008707,0.006237,0.875965,0.188536,0.189224
283.000000,1.000000,0.000248,0.000758,0.000503,1.014060,0.191279,0.192102
284.000000,1.000000,0.000657,0.000507,0.000582,0.980841,0.191292,0.192082
285.000000,1.000000,0.000228,0.000455,0.000341,1.007621,0.195156,0.195968
286.000000,1.000000,0.000791,0.001167,0.000979,1.035511,0.193118,0.193960
287.000000,1.000000,0.000433,0.000425,0.000429,0.979437,0.193835,0.194621
288.000000,1.000000,0.000168,0.001042,0.000605,0.983896,0.183064,0.183865
289.000000,1.000000,0.000613,0.000366,0.000490,1.000220,0.181907,0.182726
290.000000,1.000000,0.000953,0.001044,0.000998,1.046606,0.191155,0.192010
291.000000,1.000000,0.000079,0.000265,0.000172,0.995741,0.194634,0.195435
292.000000,1.000000,0.000314,0.000648,0.000481,0.976748,0.193405,0.194189
293.000000,1.000000,0.000084,0.000279,0.000181,0.998661,0.190074,0.190882
294.000000,1.000000,0.000281,0.000546,0.000413,1.011937,0.183185,0.184014
295.000000,1.000000,0.000174,0.000528,0.000351,0.995773,0.189189,0.189995
296.000000,1.000000,0.000438,0.000594,0.000516,1.021083,0.181560,0.182400
297.000000,1.000000,0.000861,0.000725,0.000793,1.031386,0.188158,0.189001
298.000000,1.000000,0.000200,0.000309,0.000254,1.016479,0.183707,0.184540
299.000000,1.000000,0.000156,0.081239,0.040698,0.721305,0.183142,0.183680
300.000000,1.000000,0.000347,0.000804,0.000576,0.983395,0.194052,0.194841
301.000000,1.000000,0.000213,0.001928,0.001070,0.997399,0.190184,0.190991
302.000000,1.000000,0.000152,0.000424,0.000288,0.995838,0.192473,0.193277
303.000000,1.000000,0.000124,0.000360,0.000242,0.998214,0.187065,0.187876
304.000000,1.000000,0.000150,0.000968,0.000559,0.983529,0.192155,0.192946
305.000000,1.000000,0.000245,0.000414,0.000330,0.998932,0.183202,0.184017
306.000000,1.000000,0.000173,0.000397,0.000285,1.001055,0.182537,0.183356
307.000000,1.000000,0.000090,0.000270,0.000180,0.995771,0.183698,0.184510
308.000000,1.000000,0.000132,0.000254,0.000193,0.999541,0.186348,0.187161
309.000000,1.000000,0.000083,0.000236,0.000160,0.997324,0.184769,0.185582
310.000000,1.000000,0.000104,0.000209,0.000156,1.000388,0.189481,0.190292
311.000000,1.000000,0.000097,0.000256,0.000177,0.998164,0.186249,0.187061
312.000000,1.000000,0.000622,0.000203,0.000413,0.997473,0.183384,0.184198
313.000000,1.000000,0.000317,0.000298,0.000307,1.002291,0.193731,0.194539
314.000000,1.000000,0.000433,0.000552,0.000492,0.979973,0.190746,0.191535
315.000000,1.000000,0.000401,0.000542,0.000472,0.974715,0.184891,0.185681
316.000000,1.000000,0.000074,0.000220,0.000147,0.997228,0.188024,0.188833
317.000000,1.000000,0.001193,0.001193,0.001193,1.050126,0.186478,0.187342
318.000000,1.000000,0.000171,0.000225,0.000198,0.991726,0.184662,0.185469
319.000000,1.000000,0.001752,0.000264,0.001008,1.000438,0.180941,0.181761
320.000000,1.000000,0.000080,0.000337,0.000208,0.997851,0.182308,0.183124
321.000000,1.000000,0.001157,0.001063,0.001110,1.049431,0.190014,0.190874
322.000000,1.000000,0.000073,0.000225,0.000149,1.004943,0.178375,0.179202
323.000000,1.000000,0.000770,0.002288,0.001529,1.017379,0.188306,0.189136
324.000000,1.000000,0.000208,0.000243,0.000225,0.985168,0.182246,0.183049
325.000000,1.000000,0.000066,0.000212,0.000139,0.999378,0.191624,0.192432
326.000000,1.000000,0.000147,0.000257,0.000202,1.012434,0.189226,0.190049
327.000000,1.000000,0.000731,0.000986,0.000858,1.024689,0.179892,0.180736
328.000000,1.000000,0.000440,0.000374,0.000407,1.026079,0.177694,0.178542
329.000000,1.000000,0.000373,0.000353,0.000363,0.997396,0.181857,0.182673
330.000000,1.000000,0.000250,0.000367,0.000309,1.012899,0.195652,0.196469
331.000000,1.000000,0.000100,0.000241,0.000171,1.002446,0.189833,0.190645
332.000000,1.000000,0.000294,0.004982,0.002638,0.966896,0.184504,0.185286
333.000000,1.000000,0.000585,0.000536,0.000561,0.975752,0.181139,0.181934
334.000000,1.000000,0.000115,0.000294,0.000205,0.992224,0.184365,0.185173
335.000000,1.000000,0.001533,0.001544,0.001539,1.056360,0.185996,0.186867
336.000000,1.000000,0.000307,0.000440,0.000373,0.978210,0.181465,0.182262
337.000000,1.000000,0.000722,0.000495,0.000608,0.981986,0.172816,0.173625
338.000000,1.000000,0.000188,0.000289,0.000238,1.011640,0.179599,0.180431
339.000000,1.000000,0.000163,0.000319,0.000241,1.012179,0.180739,0.181571
340.000000,1.000000,0.000377,0.000442,0.000409,1.022341,0.178949,0.179792
341.000000,1.000000,0.001032,0.001000,0.001016,0.951697,0.189675,0.190437
342.000000,1.000000,0.002062,0.000958,0.001510,0.979552,0.186720,0.187513
343.000000,1.000000,0.001066,0.000427,0.000746,0.975653,0.191407,0.192191
344.000000,1.000000,0.000075,0.000197,0.000136,0.999219,0.186334,0.187147
345.000000,1.000000,0.000179,0.000419,0.000299,1.003899,0.189666,0.190481
346.000000,1.000000,0.002217,0.001710,0.001964,1.063283,0.180712,0.181595
347.000000,1.000000,0.000161,0.000369,0.000265,1.003133,0.179624,0.180448
